new_index,OpenFIGI_figi,OpenFIGI_name,OpenFIGI_ticker,OpenFIGI_exchCode,OpenFIGI_compositeFIGI,OpenFIGI_securityType,OpenFIGI_marketSector,OpenFIGI_shareClassFIGI,OpenFIGI_securityType2,OpenFIGI_securityDescription,OpenFIGI_uniqueID,OpenFIGI_uniqueIDFutOpt,IB_longName,IB_marketName,IB_secIdList,Origin_Name,Origin_Stock,Origin_Country
7810,BBG000BKNW42,INVESCO QQQ TRUST SERIES 1,NDQ,GR,BBG000BKNW42,ETP,Equity,BBG001S9GN63,Mutual Fund,NDQ,,,INVESCO QQQ TRUST SERIES 1,NMS,US46090E1038,INVESCO QQQ TRUST SERIES 1,QQQ,
7811,BBG000BS65V3,INVESCO SENIOR INCOME TRUST,VVR,US,BBG000BS65V3,Closed-End Fund,Equity,BBG001SB0BV3,Mutual Fund,VVR,,,INVESCO SENIOR INCOME TRUST,VVR,US46131H1077,INVESCO SENIOR INCOME TRUST,VVR,United States of America
7812,BBG001K94N28,INVESCO SENIOR LOAN ETF,BKLN,US,BBG001K94N28,ETP,Equity,BBG001V0MBC0,Mutual Fund,BKLN,,,INVESCO SENIOR LOAN ETF,BKLN,US46138G5080,INVESCO SENIOR LOAN ETF,BKLN,
7813,BBG000FLJ1M9,INVESTA OFFICE FUND,IGFUF,US,BBG000FLJ1M9,REIT,Equity,BBG001SH8Q58,REIT,IGFUF,,,INVESTA OFFICE FUND,IOF,AU000000IOF6,INVESTA OFFICE FUND,IOF,
7814,BBG0062RX864,INVESTAR HOLDING CORP,ISTR,US,BBG0062RX864,Common Stock,Equity,BBG0062RX882,Common Stock,ISTR,,,INVESTAR HOLDING CORP,NMS,US46134L1052,INVESTAR HOLDING CORP,ISTR,United States of America
7815,BBG00187F881,INVESTECH HOLDINGS LTD,1087,HK,BBG00187F872,Common Stock,Equity,BBG001TCVW40,Common Stock,1087,,,INVESTECH HOLDINGS LTD,1087,BMG492321127,INVESTECH HOLDINGS LTD,1087,Hong Kong
7816,BBG000BNP7T2,INVESTIGATOR RESOURCES LTD,IVR,AU,BBG000BNP7T2,Common Stock,Equity,BBG001SF9J93,Common Stock,IVR,,,INVESTIGATOR RESOURCES LTD,IVR,AU000000IVR6,INVESTIGATOR RESOURCES LTD,IVR,Australia
7817,BBG00D1X40W7,INVESTIS HOLDING SA,IREN,SW,BBG00D1X40W7,Common Stock,Equity,BBG00D1X40X6,Common Stock,IREN,,,INVESTIS HOLDING SA,XETRA,CH0325094297,INVESTIS HOLDING SA,IYP,Germany
7818,BBG000BFSDT3,INVESTMENT COMPANY PLC,INV,LN,BBG000BFSDM0,Closed-End Fund,Equity,BBG001S62D75,Mutual Fund,INV,,,INVESTMENT COMPANY PLC,SSQ3,GB0004658257,INVESTMENT COMPANY PLC,INV,United Kingdom
7819,,,,,,,,,,,,,INVESTMENT TECHNOLOGY GROUP,ITG,US46145F1057,INVESTMENT TECHNOLOGY GROUP,ITG,
7820,BBG000F615K4,INVESTMENT TRUST OF INDIA LT,THEINVES,IN,BBG000F615K4,Common Stock,Equity,BBG001S8HCT3,Common Stock,THEINVES,,,INVESTMENT TRUST OF INDIA LT,THEINVEST,INE924D01017,INVESTMENT TRUST OF INDIA LT,THEINVEST,India
7821,BBG00K1YSTM1,INVESTORS BANCORP INC,ISBCUSD,XB,BBG00K1YSTL2,Common Stock,Equity,BBG001SNPW44,Common Stock,ISBCUSD,,,"INVESTORS BANCORP, INC",ISBC,US46146L1017,"INVESTORS BANCORP, INC",ISBC,United States of America
7822,BBG000BM9CT1,INVESTORS TITLE CO,ITIC,US,BBG000BM9CT1,Common Stock,Equity,BBG001S5SDL3,Common Stock,ITIC,,,INVESTORS TITLE CO,NMS,US4618041069,INVESTORS TITLE CO,ITIC,United States of America
7823,BBG000C097N5,INVESTSMART GROUP LTD,INV,AU,BBG000C097N5,Common Stock,Equity,BBG001SKBMX5,Common Stock,INV,,,INVESTSMART GROUP LTD,INV,AU000000INV5,INVESTSMART GROUP LTD,INV,Australia
7824,BBG000C4DPY0,INVESTVIEW INC,INVU,US,BBG000C4DPY0,Common Stock,Equity,BBG001SBYK19,Common Stock,INVU,,,INVESTVIEW INC,CURRENT,US46183W1018,INVESTVIEW INC,INVU,United States of America
7825,BBG000D0D321,INVICTUS FINANCIAL INC,IVFZF,US,BBG000D0D321,Common Stock,Equity,BBG001SCRFG0,Common Stock,IVFZF,,,INVICTUS FINANCIAL INC,LIMITED,US46184H3012,INVICTUS FINANCIAL INC,IVFZF,United States of America
7826,BBG0069LLLQ2,INVICTUS MD STRATEGIES CORP,GENE/H,CN,BBG0069LLLQ2,Common Stock,Equity,BBG0069LLLR1,Common Stock,GENE/H,,,INVICTUS MD STRATEGIES CORP,GENE.H,CA46183X8026,INVICTUS MD STRATEGIES CORP,GENE.H,Canada
7827,BBG000C3S507,INVIGOR GROUP LTD,IVO,AU,BBG000C3S507,Common Stock,Equity,BBG001SDGT89,Common Stock,IVO,,,INVIGOR GROUP LTD,IVO,AU000000IVO3,INVIGOR GROUP LTD,IVO,Australia
7828,BBG000P7RJ96,INVINCIBLE INVESTMENT CORP,8963,JP,BBG000P7RJ96,REIT,Equity,BBG001SL5Y46,REIT,8963,,,INVINCIBLE INVESTMENT CORP,8963,JP3046190009,INVINCIBLE INVESTMENT CORP,8963,Japan
7829,BBG000PX9JQ0,INVION LTD,IVX,AU,BBG000PX9JQ0,Common Stock,Equity,BBG001T62XV3,Common Stock,IVX,,,INVION LTD,IVX,AU000000IVX4,INVION LTD,IVX,Australia
7830,BBG000NCL995,INVISION AG,IVX,GR,BBG000NCL995,Common Stock,Equity,BBG001SQL5G7,Common Stock,IVX,,,INVISION AG,XETRA,DE0005859698,INVISION AG,IVX,Germany
7831,BBG005DJFD43,INVITAE CORP,NVTA,US,BBG005DJFD43,Common Stock,Equity,BBG005DJFD52,Common Stock,NVTA,,,INVITAE CORP,NVTA,US46185L1035,INVITAE CORP,NVTA,United States of America
7832,BBG00FQH6BS9,INVITATION HOMES INC,INVH,US,BBG00FQH6BS9,REIT,Equity,BBG00FQH6CJ7,REIT,INVH,,,INVITATION HOMES INC,INVH,US46187W1071,INVITATION HOMES INC,INVH,United States of America
7833,BBG000C63188,INVOCARE LTD,IVC,AU,BBG000C63188,Common Stock,Equity,BBG001SF3376,Common Stock,IVC,,,INVOCARE LIMITED,IVC,AU000000IVC8,INVOCARE LIMITED,IVC,Australia
7834,,,,,,,,,,,,,INWITH CORP - PRIVATE COMPANY,INWC,US2688119999,INWITH CORP - PRIVATE COMPANY,INWC,
7835,BBG000FK0RK6,INYX INC,IYXI,US,BBG000FK0RK6,Common Stock,Equity,BBG001SK68F2,Common Stock,IYXI,,,INYX INC,IYXI,US4618681013,INYX INC,IYXI,United States of America
7836,BBG000BC47Z2,INZINC MINING LTD,IZN,CN,BBG000BC47Z2,Common Stock,Equity,BBG001S6BSR0,Common Stock,IZN,,,INZINC MINING LTD,IZN,CA46187R1082,INZINC MINING LTD,IZN,Canada
7837,BBG000QPSGT8,IOFINA PLC,IOFNF,US,BBG000QPSGT8,Common Stock,Equity,BBG001SSG0F1,Common Stock,IOFNF,,,IOFINA PLC,IOFNF,GB00B2QL5C79,IOFINA PLC,IOFNF,United States of America
7838,BBG000BRG2S5,IOMART GROUP PLC,IOM,LN,BBG000BRG1Z9,Common Stock,Equity,BBG001SF0VF8,Common Stock,IOM,,,IOMART GROUP PLC,AMSM,GB0004281639,IOMART GROUP PLC,IOM,United Kingdom
7839,BBG000R8QQM2,IONEER LTD,4G1,GR,BBG000R8QQM2,Common Stock,Equity,BBG001STB5B7,Common Stock,4G1,,,IONEER LTD,INR,AU0000028946,IONEER LTD,INR,Australia
7840,BBG002Z0T013,IONIC BRANDS CORP,IONC,CN,BBG002Z0T013,Common Stock,Equity,BBG002Z0T022,Common Stock,IONC,,,IONIC BRANDS CORP,IONC,CA4622024095,IONIC BRANDS CORP,IONC,Canada
7841,BBG000FHW599,IONIS PHARMACEUTICALS INC,ISI,GR,BBG000FHW599,Common Stock,Equity,BBG001SB7RD1,Common Stock,ISI,,,IONIS PHARMACEUTICALS INC,NMS,US4622221004,IONIS PHARMACEUTICALS INC,IONS,Germany
7842,BBG007H0T7B6,IONIX TECHNOLOGY INC,IINX,US,BBG007H0T7B6,Common Stock,Equity,BBG007H0T7C5,Common Stock,IINX,,,IONIX TECHNOLOGY INC,IINX,US46222Q1076,IONIX TECHNOLOGY INC,IINX,United States of America
7843,BBG00D6QYF15,IOT GROUP LTD,IOTEUR,EO,BBG00D6QYF15,Common Stock,Equity,BBG001TC1891,Common Stock,IOTEUR,,,IOT GROUP LTD,IOT,AU000000IOT7,IOT GROUP LTD,IOT,
7844,BBG000DZ7544,IOU FINANCIAL INC,IOU,CN,BBG000DZ7544,Common Stock,Equity,BBG001S95T17,Common Stock,IOU,,,IOU FINANCIAL INC,IOU,CA44985J2048,IOU FINANCIAL INC,IOU,Canada
7845,BBG000FTLBV7,IOVANCE BIOTHERAPEUTICS INC,IOVA,US,BBG000FTLBV7,Common Stock,Equity,BBG001T2PM32,Common Stock,IOVA,,,IOVANCE BIOTHERAPEUTICS INC,NMS,US4622601007,IOVANCE BIOTHERAPEUTICS INC,IOVA,United States of America
7846,,,,,,,,,,,,,IOWA FIRST BANCSHARES CORP,IOFB,US46246F2020,IOWA FIRST BANCSHARES CORP,IOFB,United States of America
7847,BBG000BT0B35,IP GROUP PLC,IPO,LN,BBG000BT09Y6,Common Stock,Equity,BBG001SBZVV1,Common Stock,IPO,,,IP GROUP PLC,STMM,GB00B128J450,IP GROUP PLC,IPO,United Kingdom
7848,BBG00491KSC2,IPB PETROLEUM LTD,IPB,AU,BBG00491KSC2,Common Stock,Equity,BBG00491KSL2,Common Stock,IPB,,,IPB PETROLEUM LTD,IPB,AU000000IPB2,IPB PETROLEUM LTD,IPB,Australia
7849,BBG000BGZBY1,IPC CORP LTD,IPC,SP,BBG000BGZBF2,Common Stock,Equity,BBG001S78VB2,Common Stock,IPC,,,IPC CORP LTD,AZA,SG1BB8000004,IPC CORP LTD,AZA,Singapore
7850,BBG000DCGRL8,IPG PHOTONICS CORP,IPGP,US,BBG000DCGRL8,Common Stock,Equity,BBG001SG95B8,Common Stock,IPGP,,,IPG PHOTONICS CORP,NMS,US44980X1090,IPG PHOTONICS CORP,IPGP,Mexico
7851,,,,,,,,,,,,,IPLAYCO CORP LTD,IPC,CA46263M1068,IPLAYCO CORP LTD,IPC,
7852,BBG000BWH999,IPSEN,IPN,FP,BBG000BWH908,Common Stock,Equity,BBG001SFCJ35,Common Stock,IPN,,,IPSEN,IPN,FR0010259150,IPSEN,IPN,France
7853,BBG000C4L2G2,IPSOS,IPZ,GR,BBG000C4L2G2,Common Stock,Equity,BBG001SDL1R3,Common Stock,IPZ,,,IPSOS,IPS,FR0000073298,IPSOS,IPS,France
7854,,,,,,,,,,,,,IQ ENHANCED CORE BOND US ETF,AGGE,US45409B4876,IQ ENHANCED CORE BOND US ETF,AGGE,
7855,BBG00K6DZBD3,IQIYI INC-ADR,IQ,US,BBG00K6DZBD3,ADR,Equity,BBG00K6DZC32,Depositary Receipt,IQ,,,IQIYI INC-ADR,NMS,US46267X1081,IQIYI INC-ADR,IQ,United States of America
7856,BBG00207BP92,IQSTEL INC,IQST,US,BBG00207BP92,Common Stock,Equity,BBG00207BQ27,Common Stock,IQST,,,IQSTEL INC,PRIMQX,US46265G1076,IQSTEL INC,IQST,United States of America
7857,BBG00333FYS2,IQVIA HOLDINGS INC,IQV,US,BBG00333FYS2,Common Stock,Equity,BBG00333FZ54,Common Stock,IQV,,,IQVIA HOLDINGS INC,IQV,US46266C1053,IQVIA HOLDINGS INC,IQV,Mexico
7858,BBG007V6YPG6,IR JAPAN HOLDINGS LTD,6035,JP,BBG007V6YPG6,Common Stock,Equity,BBG007V6YPH5,Common Stock,6035,,,IR JAPAN HOLDINGS LTD,6035,JP3100640006,IR JAPAN HOLDINGS LTD,6035,Japan
7859,BBG006NM92X2,IRADIMED CORP,IRMD,US,BBG006NM92X2,Common Stock,Equity,BBG006NM92Y1,Common Stock,IRMD,,,IRADIMED CORP,SCM,US46266A1097,IRADIMED CORP,IRMD,United States of America
7860,BBG000CLZM75,IRESS LTD,BRF,GR,BBG000CLZM75,Common Stock,Equity,BBG001SG9WK9,Common Stock,BRF,,,IRESS LTD,IRE,AU000000IRE2,IRESS LTD,IRE,Australia
7861,BBG001J19V24,IRHYTHM TECHNOLOGIES INC,IRTC,US,BBG001J19V24,Common Stock,Equity,BBG001TSQV70,Common Stock,IRTC,,,IRHYTHM TECHNOLOGIES INC,NMS,US4500561067,IRHYTHM TECHNOLOGIES INC,IRTC,United States of America
7862,BBG000C017M4,IRICO GROUP NEW ENERGY COM-H,438,HK,BBG000C017D4,Common Stock,Equity,BBG001SD9QT0,Common Stock,438,,,IRICO GROUP NEW ENERGY COM-H,438,CNE1000003H9,IRICO GROUP NEW ENERGY COM-H,438,Hong Kong
7863,BBG000BZB346,IRIDEX CORP,IRIX,US,BBG000BZB346,Common Stock,Equity,BBG001S7J0Y3,Common Stock,IRIX,,,IRIDEX CORP,NMS,US4626841013,IRIDEX CORP,IRIX,United States of America
7864,BBG000VC0FC1,IRIDIUM COMMUNICATIONS INC,IRDM,US,BBG000VC0FC1,Common Stock,Equity,BBG001T21JT7,Common Stock,IRDM,,,IRIDIUM COMMUNICATIONS INC,NMS,US46269C1027,IRIDIUM COMMUNICATIONS INC,IRDM,United States of America
7865,BBG000VB7SM7,IRIS BIOTECHNOLOGIES INC,IRSB,PQ,BBG000VB7QF9,Common Stock,Equity,BBG001T1Z665,Common Stock,IRSB,,,IRIS BIOTECHNOLOGIES INC,IRSB,US46269V1008,IRIS BIOTECHNOLOGIES INC,IRSB,
7866,BBG000BH43C5,IRISH CONTINENTAL GROUP PLC,IR5B,ID,BBG000BH42V6,Unit,Equity,BBG001S77913,Unit,IR5B,,,IRISH CONTINENTAL GROUP PLC,SET3,IE00BLP58571,IRISH CONTINENTAL GROUP PLC,ICGC,
7867,BBG000D9VQT2,IRISO ELECTRONICS CO LTD,6908,JP,BBG000D9VQT2,Common Stock,Equity,BBG001S86KT7,Common Stock,6908,,,IRISO ELECTRONICS CO LTD,6908,JP3149800009,IRISO ELECTRONICS CO LTD,6908,Japan
7868,,,,,,,,,,,,,IRKUTSKENERGO-SPONSORED ADR,IRK,US4627141066,IRKUTSKENERGO-SPONSORED ADR,IRK,
7869,BBG000HXJB21,IROBOT CORP,IRBT,US,BBG000HXJB21,Common Stock,Equity,BBG001SPB1K4,Common Stock,IRBT,,,IROBOT CORP,NMS,US4627261005,IROBOT CORP,IRBT,Switzerland
7870,BBG000KCZPC3,IRON MOUNTAIN INC,IRM,US,BBG000KCZPC3,REIT,Equity,BBG001SCQ2X1,REIT,IRM,,,IRON MOUNTAIN INC,IRM,US46284V1017,IRON MOUNTAIN INC,IRM,United States of America
7871,BBG00GSSRLG9,IRON MOUNTAIN INC-CDI,INMO,PQ,BBG00GSSRL15,CDI,Equity,BBG00CRGQ731,Depositary Receipt,INMO,,,IRON MOUNTAIN INC-CDI,INM,AU000000INM4,IRON MOUNTAIN INC-CDI,INM,
7872,BBG000BJ2654,IRONBARK CAPITAL LTD,IBC,AU,BBG000BJ2654,Closed-End Fund,Equity,BBG001S6CTC3,Mutual Fund,IBC,,,IRONBARK CAPITAL LTD,IBC,AU000000IBC0,IRONBARK CAPITAL LTD,IBC,Australia
7873,BBG000C7YLR7,IRONBARK ZINC LTD,I6O,GR,BBG000C7YLR7,Common Stock,Equity,BBG001SLP404,Common Stock,I6O,,,IRONBARK ZINC LTD,IBG,AU000000IBG1,IRONBARK ZINC LTD,IBG,Australia
7874,,,,,,,,,,,,,IRONWOOD GOLD CORP,IROG,US4633203090,IRONWOOD GOLD CORP,IROG,
7875,BBG000GBZ3J2,IRONWOOD PHARMACEUTICALS INC,IRWD,US,BBG000GBZ3J2,Common Stock,Equity,BBG001SNZLM7,Common Stock,IRWD,,,IRONWOOD PHARMACEUTICALS INC,NMS,US46333X1081,IRONWOOD PHARMACEUTICALS INC,IRWD,United States of America
7876,BBG00BH4H7R5,IRVING RESOURCES INC,IRV,CN,BBG00BH4H7R5,Common Stock,Equity,BBG00BH4H7S4,Common Stock,IRV,,,IRVING RESOURCES INC,IRV,CA4637731015,IRVING RESOURCES INC,IRV,Canada
7877,BBG000BD5L51,IRWIN RESOURCES INC,IWRS,US,BBG000BD5L51,Common Stock,Equity,BBG001S7RYX1,Common Stock,IWRS,,,IRWIN RESOURCES INC,IWRS,US46414P1075,IRWIN RESOURCES INC,IWRS,
7878,BBG000CF3WB6,ISABELLA BANK CORP,ISBA,US,BBG000CF3WB6,Common Stock,Equity,BBG001SDZV65,Common Stock,ISBA,,,ISABELLA BANK CORP,PREMQX,US4642141059,ISABELLA BANK CORP,ISBA,United States of America
7879,BBG000BRVWW7,ISE CHEMICALS CORP,4107,JP,BBG000BRVWW7,Common Stock,Equity,BBG001S6NWP0,Common Stock,4107,,,ISE CHEMICALS CORP,4107,JP3139300002,ISE CHEMICALS CORP,4107,Japan
7880,BBG000BLLR98,ISEKI & CO LTD,6310,JP,BBG000BLLR98,Common Stock,Equity,BBG001S6FJF9,Common Stock,6310,,,ISEKI & CO LTD,6310,JP3139600005,ISEKI & CO LTD,6310,Japan
7881,BBG00GD4N2H3,ISENTIA GROUP LTD,ISD2EUR,XS,BBG00GD4N201,Common Stock,Equity,BBG006K65BV6,Common Stock,ISD2EUR,,,ISENTIA GROUP LTD,ISD,AU000000ISD2,ISENTIA GROUP LTD,ISD,Australia
7882,BBG000MF3SX0,ISETAN MITSUKOSHI HOLDINGS L,3099,JP,BBG000MF3SX0,Common Stock,Equity,BBG001SQBBX6,Common Stock,3099,,,ISETAN MITSUKOSHI HOLDINGS L,3099,JP3894900004,ISETAN MITSUKOSHI HOLDINGS L,3099,Japan
7883,BBG000BDGYD2,ISETAN SINGAPORE LTD,ISET,SP,BBG000BDGXL5,Common Stock,Equity,BBG001S6NM90,Common Stock,ISET,,,ISETAN SINGAPORE LTD,I15,SG1D89001201,ISETAN SINGAPORE LTD,I15,Singapore
7884,BBG000BJWDG4,ISHARES CORE NIKKEI 225 ETF,48311019,JP,BBG000BJWDG4,ETP,Equity,BBG001S8RRR1,Mutual Fund,48311019,,,ISHARES CORE NIKKEI 225 ETF,1329,JP3027710007,ISHARES CORE NIKKEI 225 ETF,1329,
7885,BBG000BDYDH4,ISHARES GOLD BULLION ETF,CGL,CN,BBG000BDYDH4,ETP,Equity,BBG001SDN9W8,Mutual Fund,CGL,,,ISHARES GOLD BULLION ETF,CGL,CA46432D2014,ISHARES GOLD BULLION ETF,CGL,
7886,BBG00JRFCB89,ISHARES GOLD TRUST,IAUUSD,X2,BBG00JRFCB89,ETP,Equity,BBG001SJK6D5,Mutual Fund,IAUUSD,,,ISHARES GOLD TRUST,IGT,US4642851053,ISHARES GOLD TRUST,IGT,
7887,BBG000NDCRW7,ISHARES SILVER TRUST,SLV,US,BBG000NDCRW7,ETP,Equity,BBG001SQLN69,Mutual Fund,SLV,,,ISHARES SILVER TRUST,SLV,US46428Q1094,ISHARES SILVER TRUST,SLV,
7888,BBG000BSN0X3,ISHIHARA CHEMICAL CO LTD,4462,JP,BBG000BSN0X3,Common Stock,Equity,BBG001S6Z3P1,Common Stock,4462,,,ISHIHARA CHEMICAL CO LTD,4462,JP3136900002,ISHIHARA CHEMICAL CO LTD,4462,Japan
7889,BBG000BG1081,ISHIHARA SANGYO KAISHA LTD,4028,JP,BBG000BG1081,Common Stock,Equity,BBG001S6B8D9,Common Stock,4028,,,ISHIHARA SANGYO KAISHA LTD,4028,JP3136800004,ISHIHARA SANGYO KAISHA LTD,4028,Japan
7890,BBG000BLJW72,ISHIKAWA SEISAKUSHO LTD,6208,JP,BBG000BLJW72,Common Stock,Equity,BBG001S6FHZ1,Common Stock,6208,,,ISHIKAWA SEISAKUSHO LTD,6208,JP3135200008,ISHIKAWA SEISAKUSHO LTD,6208,Japan
7891,BBG000BFMTM1,ISIGN SOLUTIONS INC,ISGN,US,BBG000BFMTM1,Common Stock,Equity,BBG001S5PSY9,Common Stock,ISGN,,,ISIGN SOLUTIONS INC,CURRENT,US46436A2033,ISIGN SOLUTIONS INC,ISGN,United States of America
7892,,,,,,,,,,,,,ISLAND BREEZE INTERNATIONAL,IBII,US4643921095,ISLAND BREEZE INTERNATIONAL,IBII,
7893,BBG000FW4DL6,ISLET HOLDINGS INC,ISHI,US,BBG000FW4DL6,Common Stock,Equity,BBG001S5QYW7,Common Stock,ISHI,,,ISLET HOLDINGS INC,NOINFO,US46467L1026,ISLET HOLDINGS INC,ISHI,United States of America
7894,,,,,,,,,,,,,ISLET SCIENCES INC,ISLT,US46467R1095,ISLET SCIENCES INC,ISLT,
7895,BBG000C34YP3,ISMT LTD,ISMT,IN,BBG000C34YP3,Common Stock,Equity,BBG001SDS2B1,Common Stock,ISMT,,,ISMT LTD,ISMTLTD,INE732F01019,ISMT LTD,ISMTLTD,India
7896,BBG0074G6J60,ISODIOL INTERNATIONAL INC,ISOLF,US,BBG0074G6J60,Common Stock,Equity,BBG006S59KR1,Common Stock,ISOLF,,,ISODIOL INTERNATIONAL INC,ISOL,CA46500L2003,ISODIOL INTERNATIONAL INC,ISOL,Canada
7897,BBG00DQDM919,ISOENERGY LTD,ISO,CN,BBG00DQDM919,Common Stock,Equity,BBG00DQDM928,Common Stock,ISO,,,ISOENERGY LTD,ISO,CA46500E1079,ISOENERGY LTD,ISO,Canada
7898,BBG00KWVQ5K9,ISOLITE INSULATING PRODUCTS,5358JPY,XS,BBG00KWVQ5K9,Common Stock,Equity,BBG001S6GHT7,Common Stock,5358JPY,,,ISOLITE INSULATING PRODUCTS,5358,JP3140800008,ISOLITE INSULATING PRODUCTS,5358,Japan
7899,BBG000BM50X6,ISOMET CORP,IOMT,US,BBG000BM50X6,Common Stock,Equity,BBG001S5SB82,Common Stock,IOMT,,,ISOMET CORP,IOMT,US4648931065,ISOMET CORP,IOMT,
7900,BBG000BG5HT7,ISORAY INC,ISR,US,BBG000BG5HT7,Common Stock,Equity,BBG001S5Q300,Common Stock,ISR,,,ISORAY INC,ISR,US46489V1044,ISORAY INC,ISR,United States of America
7901,BBG004Q8F7Y6,ISOTEAM LTD,ISO,SP,BBG004Q8F7X7,Common Stock,Equity,BBG004Q8F7Z5,Common Stock,ISO,,,ISOTEAM LTD,5WF,SG2F95994529,ISOTEAM LTD,5WF,Singapore
7902,BBG000M3B0D1,ISRAEL CANADA T.R LTD,ISCN,IT,BBG000M39ZX5,Common Stock,Equity,BBG001SFDQS1,Common Stock,ISCN,,,ISRAEL CANADA T.R LTD,ISCN,IL0004340191,ISRAEL CANADA T.R LTD,ISCN,Israel
7903,BBG000HVQG80,ISRAEL DISCOUNT BANK-A,DSCT,IT,BBG000HVQFS0,Common Stock,Equity,BBG001S74FS3,Common Stock,DSCT,,,ISRAEL DISCOUNT BANK-A,DSCT,IL0006912120,ISRAEL DISCOUNT BANK-A,DSCT,Israel
7904,BBG000FK28P1,ISRAEL LAND DEVELOPMENT - UR,ILDC,IT,BBG000FK2871,Common Stock,Equity,BBG001S8L2C8,Common Stock,ILDC,,,ISRAEL LAND DEVELOPMENT - UR,ILDC,IL0006120104,ISRAEL LAND DEVELOPMENT - UR,ILDC,Israel
7905,BBG000JKVJ62,ISROTEL LTD,ISRO,IT,BBG000JKVHS2,Common Stock,Equity,BBG001S8PNX5,Common Stock,ISRO,,,ISROTEL LTD,ISRO,IL0010809858,ISROTEL LTD,ISRO,Israel
7906,BBG000C1CK87,ISSUER DIRECT CORP,ISDR,US,BBG000C1CK87,Common Stock,Equity,BBG001S67C09,Common Stock,ISDR,,,ISSUER DIRECT CORP,ISDR,US46520M2044,ISSUER DIRECT CORP,ISDR,United States of America
7907,BBG000H35J52,ISTAR INC,STAR,US,BBG000H35J52,REIT,Equity,BBG001SDG572,REIT,STAR,,,ISTAR INC,STAR,US45031U1016,ISTAR INC,STAR,United States of America
7908,BBG000BS4B88,ISTYLE INC,3660,JP,BBG000BS4B88,Common Stock,Equity,BBG001SHB3R1,Common Stock,3660,,,ISTYLE INC,3660,JP3102320003,ISTYLE INC,3660,Japan
7909,BBG000BM8G22,ISUZU MOTORS LTD,7202,JP,BBG000BM8G22,Common Stock,Equity,BBG001S6FSY8,Common Stock,7202,,,ISUZU MOTORS LTD,7202,JP3137200006,ISUZU MOTORS LTD,7202,Japan
7910,,,,,,,,,,,,,IT GROUP HOLDINGS INC,ITGL,US4504661079,IT GROUP HOLDINGS INC,ITGL,United States of America
7911,BBG000JN2XF7,IT TECH PACKAGING INC,ITP,US,BBG000JN2XF7,Common Stock,Equity,BBG001SPK277,Common Stock,ITP,,,IT TECH PACKAGING INC,ITP,US46527C2098,IT TECH PACKAGING INC,ITP,United States of America
7912,BBG0035D3YF5,ITACONIX PLC,ITX,LN,BBG000BXS012,Common Stock,Equity,BBG001ST2JV5,Common Stock,ITX,,,ITACONIX PLC,ASQ1,GB00B84LVH87,ITACONIX PLC,ITX,United Kingdom
7913,BBG004RWHDL1,ITALIA INDEPENDENT GROUP,IIG,IM,BBG004MP75N7,Common Stock,Equity,BBG004MP75P5,Common Stock,IIG,,,ITALIA INDEPENDENT GROUP,IIG,IT0004937469,ITALIA INDEPENDENT GROUP,IIG,Italy
7914,BBG00MNZLS94,ITALIAN EXHIBITION GROUP SPA,IEG,IM,BBG00K7F06T9,Common Stock,Equity,BBG00K7F06V6,Common Stock,IEG,,,ITALIAN EXHIBITION GROUP SPA,IEG,IT0003411417,ITALIAN EXHIBITION GROUP SPA,IEG,Italy
7915,BBG000MP1070,ITALIAN FOOD & BEVERAGE CORP,IFBC,US,BBG000MP1070,Common Stock,Equity,BBG001SQD3M4,Common Stock,IFBC,,,ITALIAN FOOD & BEVERAGE CORP,CURRENT,US4652931084,ITALIAN FOOD & BEVERAGE CORP,IFBC,United States of America
7916,BBG00801PLH7,ITALIAN WINE BRANDS SPA,IWB,IM,BBG00801PLF9,Common Stock,Equity,BBG00801PLG8,Common Stock,IWB,,,ITALIAN WINE BRANDS SPA,IWB,IT0005075764,ITALIAN WINE BRANDS SPA,IWB,Italy
7917,,,,,,,,,,,,,ITAMAR MEDICAL LTD-SPON ADR,ITMR,US4654371016,ITAMAR MEDICAL LTD-SPON ADR,ITMR,United States of America
7918,,,,,,,,,,,,,ITC HOLDINGS CORP,ITC,US4656851056,ITC HOLDINGS CORP,ITC,
7919,BBG000CPTRS9,ITD CEMENTATION INDIA LTD,ITCE,IN,BBG000CPTRS9,Common Stock,Equity,BBG001S831V9,Common Stock,ITCE,,,ITD CEMENTATION INDIA LTD,ITDCEM,INE686A01026,ITD CEMENTATION INDIA LTD,ITDCEM,India
7920,BBG000Q6LB54,ITEKNIK HOLDING CORP,ITKH,US,BBG000Q6LB54,Common Stock,Equity,BBG001SM9MD6,Common Stock,ITKH,,,ITEKNIK HOLDING CORP,NOINFO,US4656351008,ITEKNIK HOLDING CORP,ITKH,United States of America
7921,BBG0016N4G46,ITEM 9 LABS CORP,INLB,US,BBG0016N4G46,Common Stock,Equity,BBG001TCHFM3,Common Stock,INLB,,,ITEM 9 LABS CORP,PRIMQX,US46564C2035,ITEM 9 LABS CORP,INLB,United States of America
7922,BBG000D6P726,ITERIS INC,ITI,US,BBG000D6P726,Common Stock,Equity,BBG001S7JWV6,Common Stock,ITI,,,ITERIS INC,SCM,US46564T1079,ITERIS INC,ITI,United States of America
