,marketName,longName,isin
0,2189,KATO HONG KONG HOLDINGS LTD,KYG5216P1063
0,9869,KATO SANGYO CO LTD,JP3213300001
0,6390,KATO WORKS CO LTD,JP3213800000
1,ASQ1,KATORO GOLD PLC,GB00BSNBL022
0,1A0,KATRINA GROUP LTD,SG1DA5000005
1,KOF,KAUFMAN & BROAD SA,FR0004007813
0,KSCL,KAVERI SEED CO LTD,INE455I01029
0,KAVVERITE,KAVVERI TELECOM PRODUCTS LTD,INE641C01019
0,7952,KAWAI MUSICAL INSTRUMENTS MF,JP3221400009
0,5614,KAWAKIN HOLDINGS CO LTD,JP3222000006
0,3604,KAWAMOTO CORP,JP3227100009
0,3045,KAWASAKI & CO LTD,JP3223200001
0,7012,KAWASAKI HEAVY INDUSTRIES,JP3224200000
0,9107,KAWASAKI KISEN KAISHA LTD,JP3223800008
0,7703,KAWASUMI LABORATORIES INC,JP3225800006
0,KAYS,KAYA HOLDINGS INC,US4865672095
0,3904,KAYAC INC,JP3220100006
0,KDN,KAYDON CORP,US4865871085
1,KED,KAYNE ANDERSON ENERGY DEVELO,US48660Q1022
0,KAZ,KAZ MINERALS PLC,GB00B0HZPV38
0,SCM,KAZIA THERAPEUTICS LTD,US48669G1058
0,KB,KB FINANCIAL GROUP INC-ADR,US48241A1051
0,KBH,KB HOME,US48666K1097
0,KBC,KBC GROUP NV,BE0003565737
1,KBL,KBL MINING LTD,AU000000KBL7
0,LIMITED,KBRIDGE ENERGY CORP,CA48667Y1088
0,KBW,KBW INC,US4824231009
0,KCEL,KCELL JSC - REG S,US48668G2057
0,KCG,KCG HOLDINGS INC-CL A,US48244B1008
0,KCOM,KCOM GROUP PLC,GB0007448250
0,9433,KDDI CORPORATION,JP3496400007
0,KDDL,KDDL LTD,INE291D01011
0,NMS,KEARNY FINANCIAL CORP/MD,US48716P1084
1,KEC,KEC INTERNATIONAL LTD,INE389H01022
2,XETRA,KECK SENG INVESTMENTS,HK0184000948
4,8070,KEEN OCEAN INTERNATIONAL HOL,KYG5244B1032
0,6036,KEEPER TECHNICAL LABORATORY,JP3236320002
2,KEI,KEI INDUSTRIES LIMITED,INE878B01027
0,9049,KEIFUKU ELECTRIC RAILROAD CO,JP3281000004
0,9045,KEIHAN HOLDINGS CO LTD,JP3279400000
0,7251,KEIHIN CORP,JP3277230003
0,9006,KEIKYU CORP,JP3280200001
0,9008,KEIO CORP,JP3277800003
0,9009,KEISEI ELECTRIC RAILWAY CO,JP3278600006
0,8544,KEIYO BANK LTD/THE,JP3281600001
0,SSMM,KELLER GROUP PLC,GB0004866223
0,K,KELLOGG CO,US4878361082
0,KELLTONTE,KELLTON TECH SOLUTIONS LTD,INE164B01022
0,KPG,KELLY PARTNERS GROUP HOLDING,AU000000KPG7
0,NMS,KELLY SERVICES INC -A,US4881522084
0,KLS,KELSO TECHNOLOGIES INC.,CA48826D2014
1,KEL,KELT EXPLORATION LTD,CA4882951060
0,KVMD,KELVIN MEDICAL INC,US4883491015
0,CURRENT,KELYNIAM GLOBAL INC,US4883591004
0,KEM,KEMET CORP,US4883602074
0,KMPR,KEMPER CORP,US4884011002
0,NMS,KEMPHARM INC,US4884452065
4,BNE,KENCANA AGRI LTD,SG1CE4000000
0,NOINFO,KENDALL SQUARE RESEARCH CORP,US48879C1009
0,8972,KENEDIX OFFICE INVESTMENT CO,JP3046270009
0,3278,KENEDIX RESIDENTIAL NEXT INV,JP3047480003
0,2915,KENKO MAYONNAISE CO LTD,JP3281850002
0,SSMM,KENMARE RESOURCES PLC,IE00BDC5DG00
0,KDI,KENNADY DIAMONDS INC,CA4891651008
0,KMT,KENNAMETAL INC,US4891701009
0,KW,KENNEDY - WILSON HOLDINGS INC.,US4893981070
0,KCP,KENNETH COLE PRODUCTIONS-A,US1932941057
0,KEN,KENON HOLDINGS LTD,SG9999012629
0,KENH,KENTIMA HOLDING AB,SE0005100757
0,QMIN,KENTUCKY ENERGY INC,US49127G2084
0,NMS,KENTUCKY FIRST FEDERAL BANCO,US4912921081
0,5TT,KEONG HONG HOLDINGS LTD,SG2D92977651
0,A7RU,KEPPEL INFRASTRUCTURE TRUST,SG1U48933923
0,K11,KEPPEL TELECOM & TRANSPORT,SG1J45001547
0,KRS,KERAS RESOURCES PLC,GB00BMY2T534
0,ALKLK,KERLINK SACA,FR0013156007
15,KER,KERNEL HOLDING SA,LU0327357389
0,XETRA,KERRY GROUP PLC-A,IE0004906560
0,KYX,KERYX BIOPHARMACEUTICALS,US4925151015
0,KESARENT,KESAR ENTERPRISES LIMITED,INE133B01019
0,KESORAMIN,KESORAM INDUSTRIES LIMITED,INE087A01019
0,CURRENT,KESSELRUN RESOURCES LTD,CA4925371052
1,KGC,KESTREL GOLD INC,CA5008612080
0,NMS,KEURIG DR PEPPER INC,US49271V1008
0,KEW,KEW MEDIA GROUP INC,CA4927256012
0,KKCL,KEWAL KIRAN CLOTHING LTD,INE401H01017
0,NMS,KEWAUNEE SCIENTIFIC CP,US4928541048
0,CURRENT,KEWEENAW FINL CORP,US4930221076
0,LIMITED,KEWEENAW LAND ASSOCIATION LT,US4930261080
0,2809,KEWPIE CORP,JP3244800003
0,KCPC,KEY CAPITAL CORP/TX,US4930742071
0,2594,KEY COFFEE INC,JP3236300004
0,NMS,KEY TRONIC CORP,US4931441095
0,KEY,KEYCORP,US4932671088
0,6861,KEYENCE CORP,JP3236200006
0,ZKW,KEYW HOLDING CORP/THE,US4937231003
0,3799,KEYWARE SOLUTIONS INC.,JP3236150003
1,AMSM,KEYWORDS STUDIOS PLC,GB00BBQ38507
1,NMS,KEZAR LIFE SCIENCES INC,US49372L1008
0,3420,KFC LTD,JP3277100008
0,NMS,KFORCE INC,US4937321010
0,2408,KG INTELLIGENCE CO LTD,JP3277130005
1,LRN,KGIC INC,CA48190B1040
0,4189,KH NEOCHEM CO LTD,JP3277040006
0,KHADIM,KHADIM INDIA LTD,INE834I01025
0,KHAITANLT,KHAITAN INDIA LIMITED,INE731C01018
0,KHANDSE,KHANDWALA SECURITIES LTD,INE060B01014
0,KHRN,KHIRON LIFE SCIENCES CORP,CA49374L3065
0,924,KHOON GROUP LTD,KYG5271A1013
0,KI,KI GROUP SPA,IT0004967672
0,ASQ1,KIBO ENERGY PLC,IE00B97C0C31
0,LIMITED,KIBUSH CAPITAL CORP,US49374X2018
0,3830,KIDDIELAND INTERNATIONAL LTD,KYG5259B1059
0,KDR,KIDMAN RESOURCES LTD,AU000000KDR0
0,KIDZ,KIDOZ INC,AIG5259K1050
4,2122,KIDSLAND INTERNATIONAL HOLDI,KYG5259R1002
0,SSMM,KIER GROUP PLC,GB0004915632
0,2801,KIKKOMAN CORP,JP3240400006
0,3444,KIKUCHI SEISAKUSHO,JP3236730002
0,NOINFO,KILEY GROUP INC/THE,US88338P4090
0,KRC,KILROY REALTY CORP,US49427F1084
0,NMS,KIMBALL ELECTRONICS INC,US49428J1097
0,NMS,KIMBALL INTERNATIONAL-B,US4942741038
0,KRP,KIMBELL ROYALTY PARTNERS LP,US49435R1023
0,KDL,KIMBERLEY DIAMONDS LTD,AU000000KDL3
0,LIMITED,KIMBERLY PARRY ORGANICS CORP,US4944141054
0,KMB,KIMBERLY-CLARK CORP,US4943681035
0,KIMBERA,KIMBERLY-CLARK DE MEXICO-A,MXP606941179
0,KIM,KIMCO REALTY CORP,US49446R1095
0,1D0,KIMLY LTD,SG1DF1000008
0,7908,KIMOTO CO LTD,JP3242600009
0,6805,KIMOU ENVIRONMENTAL HOLDING,KYG5258L1041
0,6378,KIMURA CHEMICAL PLANTS CO,JP3242000002
0,1722,KIN PANG HOLDINGS LTD,KYG527871019
0,KPE,KINA PETROLEUM CORP,VGG5258K1066
0,KSL,KINA SECURITIES LTD,PG000A143KS8
0,KXS,KINAXIS INC,CA49448Q1090
0,KCC,KINCORA COPPER LTD,CA49451A6034
0,1944,KINDEN CORP,JP3263000006
0,KML,KINDER MORGAN CANADA LTD,CA4945497028
0,KMI,KINDER MORGAN INC,US49456B1017
1,KMR,KINDER MORGAN MANAGEMENT LLC,US49455U1007
4,KIN,KINDRED BIOSCIENCES INC,US4945771099
0,KINDSDB,KINDRED GROUP PLC,SE0007871645
0,KND,KINDRED HEALTHCARE INC,US4945801037
4,3302,KINERGY CORP LTD,SGXZ22036768
0,NOINFO,KINERJAPAY CORP,US49460M1018
0,CURRENT,KINETIC GROUP INC,US4946122037
0,KKO,KINETIKO ENERGY LTD,AU000000KKO2
0,8606,KINETIX SYSTEMS HOLDINGS LTD,KYG5259G1047
0,280,KING FOOK HOLDINGS,HK0280001436
5,KGF,KING GEORGE FINANCIAL CORP,CA4949131060
0,7962,KING JIM CO LTD,JP3262000007
0,KRR,KING RIVER RESOURCES LTD,AU0000033102
0,663,KING STONE ENERGY GROUP LTD,HK0000812955
1,554,KING WAN CORP LTD,SG1J32888328
0,603355,KINGCLEAN ELECTRIC CO LTD-A,CNE1000022K3
0,XETRA,KINGDEE INTERNATIONAL SFTWR,KYG525681477
0,SET1,KINGFISHER PLC,GB0033195214
0,KCN,KINGSGATE CONSOLIDATED LTD,AU000000KCN1
0,KLO,KINGSLAND GLOBAL LTD-CDI,AU000000KLO0
4,8105,KINGSLEY EDUGROUP LTD,KYG526351021
0,5MZ,KINGSMEN CREATIVES LTD,SG1W76939881
0,3888,KINGSOFT CORP LTD,KYG5264Y1089
0,SET3,KINGSPAN GROUP PLC,IE0004927939
0,KRM,KINGSROSE MINING LTD,AU000000KRM1
0,1031,KINGSTON FINANCIAL GROUP LTD,BMG5266H1034
0,KSN,KINGSTON RESOURCES LTD,AU000000KSN7
0,SCM,KINGSTONE COS INC,US4967191051
0,KFS,KINGSWAY FINANCIAL SERVICES,US4969042021
1,ASQ1,KINGSWOOD HOLDINGS LTD,GG00BKY4K072
0,1195,KINGWELL GROUP LTD,KYG5267M1015
1,KWR,KINGWEST RESOURCES LTD,AU0000015471
0,1110,KINGWORLD MEDICINES GROUP,KYG5268M1006
0,NMS,KINIKSA PHARMACEUTICALS-A,BMG5269C1010
0,7122,KINKI SHARYO CO LTD,JP3258800006
0,KGC,KINROSS GOLD CORP,CA4969024047
0,KNSL,KINSALE CAPITAL GROUP INC,US49714P1084
0,KTR,KINTAVAR EXPLORATION INC,CA49720T1021
0,8244,KINTETSU DEPT STORE CO LTD,JP3250800004
0,9041,KINTETSU GROUP HOLDINGS CO L,JP3260800002
0,9375,KINTETSU WORLD EXPRESS INC,JP3262900008
0,KIOCL,KIOCL LTD,INE880L01014
0,KGXN,KION GROUP AG,DE000KGX8881
0,KME,KIP MCGRATH EDUCATION CENTRE,AU000000KME9
0,KEX,KIRBY CORP,US4972661064
0,KIRIINDUS,KIRI INDUSTRIES LIMITED,INE415I01015
0,8109,KIRIN GROUP HOLDINGS LTD,BMG5276Q1270
0,2503,KIRIN HOLDINGS CO LTD,JP3258000003
0,KL,KIRKLAND LAKE GOLD LTD,CA49741E1007
0,NMS,KIRKLAND'S INC,US4974981056
0,KIRLOSBRO,KIRLOSKAR BROTHERS LTD,INE732A01036
0,KECL,KIRLOSKAR ELECTRIC CO LTD,INE134B01017
0,KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,INE250A01039
0,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD,INE146L01010
0,PREMQX,KISH BANCORP INC/PA,US49771A1016
0,4547,KISSEI PHARMACEUTICAL CO LTD,JP3240600001
0,1866,KITANO CONSTRUCTION CORP,JP3240000004
0,5TI,KITCHEN CULTURE HOLDINGS LTD,SG2D45972171
0,KITE,KITE PHARMA INC,US49803L1098
0,KRG,KITE REALTY GROUP TRUST,US49803T3005
0,KITEX,KITEX GARMENTS LIMITED,INE602G01020
0,2700,KITOKU SHINRYO CO LTD,JP3240900005
0,KIT,KITRON ASA,NO0003079709
0,6498,KITZ CORP,JP3240700009
0,NOINFO,KIWIBOX.COM INC,US49835F1049
0,KIO,KKR INCOME OPPORTUNITIES,US48249T1060
0,KREF,KKR REAL ESTATE FINANCE TRUS,US48251K1007
0,3656,KLAB INC,JP3268870007
0,KLAR,KLARIA PHARMA HOLDING AB,SE0007280326
0,KGET,KLEANGAS ENERGY TECHNOLOGIES,US4984561021
0,KLIN,KLINGELNBERG AG,CH0420462266
0,XETRA,KLOECKNER & CO SE,DE000KC01000
0,KLDX,KLONDEX MINES LTD,CA4986961031
0,KLDX,KLONDEX MINES LTD,CA4986961031
0,KS,KLONDIKE SILVER CORP,CA4987222060
0,NMS,KLX ENERGY SERVICES HOLDING,US48253L2051
0,KMSUGAR,KM SUGAR MILLS LTD,INE157H01023
4,8065,KML TECHNOLOGY GROUP LTD,KYG5S00R1029
0,KNFM,KNAFAIM HOLDINGS LTD,IL0005430173
0,KNM,KNEOMEDIA LTD,AU000000KNM0
0,KNX.H,KNICK EXPLORATION INC,CA30216T1030
1,GUD,KNIGHT THERAPEUTICS INC,CA4990531069
0,KNX,KNIGHT-SWIFT TRANSPORTATION,US4990491049
0,AMSM,KNIGHTS GROUP HOLDINGS PLC,GB00BFYF6298
0,KNL,KNOLL INC,US4989042001
0,XETRA,KNORR-BREMSE AG,DE000KBX1006
0,KNO,KNOSYS LTD,AU000000KNO6
0,KNOP,KNOT OFFSHORE PARTNERS LP,MHY481251012
0,3999,KNOWLEDGESUITE INC,JP3652100003
0,KN,KNOWLES CORP,US49926D1090
0,KNRCON,KNR CONSTRUCTIONS LTD,INE634I01029
0,827,KO YO CHEMICAL GROUP LTD,KYG5319F1384
0,1743,KOATSU KOGYO CO LTD,JP3283450009
0,4967,KOBAYASHI PHARMACEUTICAL CO,JP3301100008
0,3038,KOBE BUSSAN CO LTD,JP3291200008
0,9046,KOBE ELECTRIC RAILWAY CO LTD,JP3290600000
0,5406,KOBE STEEL LTD,JP3289800009
0,ASQ1,KODAL MINERALS PLC,GB00BH3X7Y70
0,4222,KODAMA CHEMICAL INDUSTRY CO,JP3299000004
0,NOINFO,KODIAK ENERGY INC,US5001171066
1,NMS,KODIAK SCIENCES INC,US50015M1099
0,XETRA,KOENIG & BAUER AG,DE0007193500
0,KGN,KOGAN.COM LTD,AU000000KGN2
0,KFE,KOGI IRON LTD,AU000000KFE3
0,5HV,KOH BROTHERS ECO ENGINEERING,SG1S95928879
0,K75,KOH BROTHERS GROUP LTD,SG1B06007705
0,KOHINOOR,KOHINOOR FOODS LIMITED,INE080B01012
0,7516,KOHNAN SHOJI CO LTD,JP3283750002
0,2226,KOIKE-YA INC,JP3829100001
0,7276,KOITO MANUFACTURING CO LTD,JP3284600008
0,7513,KOJIMA CO LTD,JP3297380002
0,6297,KOKEN BORING MACHINE CO LTD,JP3286800002
0,KOKUYOCML,KOKUYO CAMLIN LIMITED,INE760A01029
0,7984,KOKUYO CO LTD,JP3297000006
0,KGNX,KOLLAGENX CORP,US50043U1079
0,KOLTEPATI,KOLTE-PATIL DEVELOPERS LTD,INE094I01018
0,5915,KOMAIHALTEC INC,JP3302600006
0,3580,KOMATSU MATERE CO LTD,JP3304600004
0,XETRA,KOMAX HOLDING AG-REG,CH0010702154
0,3543,KOMEDA HOLDINGS CO LTD,JP3305580007
0,8218,KOMERI CO LTD,JP3305600003
0,6349,KOMORI CORP,JP3305800009
0,7494,KONAKA CO LTD,JP3300000001
0,NOINFO,KONARED CORP,US50048Y1047
0,XETRA,KONECRANES OYJ,FI0009005870
1,KOA,KONGSBERG AUTOMOTIVE ASA,NO0003033102
5,KOG,KONGSBERG GRUPPEN ASA,NO0003043309
0,4902,KONICA MINOLTA INC,JP3300600008
0,PHG,KONINKLIJKE PHILIPS NVR- NY,US5004723038
0,4956,KONISHI CO LTD,JP3300800004
0,000016,KONKA GROUP CO LTD-A,CNE0000002T8
0,9025,KONOIKE TRANSPORT CO LTD,JP3288970001
0,4026,KONOSHIMA CHEMICAL CO LTD,JP3289000006
0,KTB,KONTOOR BRANDS INC,US50050N1037
0,1797,KOOLEARN TECHNOLOGY HOLDING,KYG5313A1013
2,KTN,KOOTENAY SILVER INC,CA5005837037
0,SCM,KOPIN CORP,US5006001011
0,KOP,KOPPERS HOLDINGS INC,US50060P1066
0,KOPRAN,KOPRAN LIMITED,INE082A01010
0,KOR,KORAB RESOURCES LTD,AU000000KOR7
0,KORE,KORE MINING LTD,CA50067K1003
0,KP2,KORE POTASH PLC - CDI,AU000000KP25
0,KEF,KOREA EQUITY FUND,US50063B1044
0,KF,KOREA FUND INC,US5006342092
0,KFY,KORN FERRY,US5006432000
0,NMS,KORNIT DIGITAL LTD,IL0011216723
0,KOV,KORVEST LIMITED,AU000000KOV9
0,3495,KORYOJYUHAN CO LTD,JP3292700006
0,3246,KOSE R E CO LTD,JP3283670002
0,8617,KOSEI SECURITIES CO LTD,JP3288800000
0,2157,KOSHIDAKA HOLDINGS CO LTD,JP3297360004
0,KOS,KOSMOS ENERGY LTD,US5006881065
0,SCM,KOSS CORP,US5006921085
0,KOTAKBANK,KOTAK MAHINDRA BANK LTD,INE237A01028
0,KOTHARIPE,KOTHARI PETROCHEMICALS LTD,INE720A01015
0,KOTHARIPR,KOTHARI PRODUCTS LTD,INE823A01017
0,2222,KOTOBUKI SPIRITS CO LTD,JP3299600001
0,VL6,KOUFU GROUP LTD,SGXE10224322
0,7554,KOURAKUEN HOLDINGS CORP,JP3292400003
0,7807,KOWA CO LTD,JP3292900002
0,5OC,KOYO INTERNATIONAL LTD,SG1X69942156
0,7946,KOYOSHA INC,JP3292000001
0,4748,KOZO KEIKAKU ENGINEERING INC,JP3288950003
0,KPT,KP TISSUE INC,CA48265Y1043
0,600422,KPC PHARMACEUTICALS INC-A,CNE0000015P8
0,NMS,KRAFT HEINZ CO/THE,US5007541064
0,LIMITED,KRAIG BIOCRAFT LABORATORIES,US50075W1045
0,PNG,KRAKEN ROBOTICS INC,CA50077N1024
0,KRA,KRATON CORP,US50077C1062
0,NMS,KRATOS DEFENSE & SECURITY,US50077B2079
0,KRBL,KRBL LIMITED,INE001B01026
0,KMLK,KREMLIN AG,DE000A1PHFR2
0,KRIDHANIN,KRIDHAN INFRA LTD,INE524L01026
4,SK3,KRISENERGY LTD,KYG532261099
0,KRISHANA,KRISHANA PHOSCHEM LTD,INE506W01012
0,KKD,KRISPY KREME DOUGHNUTS INC,US5010141043
0,KR,KROGER CO,US5010441013
0,ASQ1,KROMEK GROUP PLC,GB00BD7V5D43
0,XETRA,KRONES AG,DE0006335003
0,CURRENT,KRONOS ADVANCED TECHNOLOGIES,US50105X1063
0,KRO,KRONOS WORLDWIDE INC,US50105F1057
0,ASQ1,KROPZ PLC,GB00BZ1HLP69
0,5352,KROSAKI HARIMA CORP,JP3272400007
0,NMS,KRYSTAL BIOTECH INC,US5011471027
0,CURRENT,KS BANCORP INC,US48266R2076
0,LIMITED,KS INTERNATIONAL HOLDINGS CO,US4826821013
0,XETRA,KSB SE & CO KGAA,DE0006292006
0,9687,KSK CO LTD,JP3294000009
2,KSK,KSK ENERGY VENTURES LIMITED,INE143H01015
0,3035,KTK INC,JP3278700004
0,4596,KUBOTA PHARMACEUTICAL HOLDIN,JP3266500002
0,7709,KUBOTEK CORP,JP3266600000
0,KNIN,KUEHNE + NAGEL INTL AG-REG,CH0025238863
0,KGD,KULA GOLD LTD,AU000000KGD3
0,KULR,"KULR TECHNOLOGY GROUP, INC",US50125G1094
0,1861,KUMAGAI GUMI CO LTD,JP3266800006
22,KIO,KUMBA IRON ORE LTD,ZAE000085346
0,4996,KUMIAI CHEMICAL INDUSTRY CO,JP3267600009
0,5388,KUNIMINE INDUSTRIES CO LTD,JP3266200009
0,NMS,KURA ONCOLOGY INC,US50127T1097
0,2695,KURA SUSHI INC,JP3268200007
0,3106,KURABO INDUSTRIES LTD,JP3268800004
0,3405,KURARAY CO LTD,JP3269600007
0,3607,KURAUDIA HOLDINGS CO LTD,JP3267800005
0,4023,KUREHA CORP,JP3271600003
0,6370,KURITA WATER INDUSTRIES LTD,JP3270000007
0,7726,KURODA PRECISION INDUSTRIES,JP3272800008
0,XETRA,KUROS BIOSCIENCES AG-REG,CH0325814116
0,KSHB,KUSHCO HOLDINGS INC,US50133S1033
0,3547,KUSHIKATSU TANAKA HOLDINGS C,JP3266180003
0,2345,KUSHIM INC,JP3351020007
0,KC,KUTCHO COPPER CORP,CA5013771053
0,KUU,KUUHUBB INC,CA5014981099
0,NMS,KVH INDUSTRIES INC,US4827381017
0,KWALITY,KWALITY LTD,INE775B01025
3,1559,KWAN ON HOLDINGS LTD,KYG5322M1042
0,600519,KWEICHOW MOUTAI CO LTD-A,CNE0000018R8
2,KWG,KWG RESOURCES INC,CA48277D6019
4,8023,KWONG MAN KEE GROUP LTD,KYG532951046
0,XETRA,KWS SAAT SE & CO KGAA,DE0007074007
0,KYK,KYCKR LTD,AU000000KYK1
0,6971,KYOCERA CORP,JP3249600002
0,5440,KYOEI STEEL LTD,JP3247400009
0,7226,KYOKUTO KAIHATSU KOGYO CO,JP3256900006
0,1301,KYOKUYO CO LTD,JP3257200000
0,4569,KYORIN HOLDINGS INC,JP3247090008
0,9616,KYORITSU MAINTENANCE CO LTD,JP3253900009
0,5966,KYOTO TOOL CO LTD,JP3250400003
0,4151,KYOWA KIRIN CO LTD,JP3256000005
0,1959,KYUDENKO CORP,JP3247050002
0,9508,KYUSHU ELECTRIC POWER CO INC,JP3246400000
0,7180,KYUSHU FINANCIAL GROUP INC,JP3246500007
0,9142,KYUSHU RAILWAY COMPANY,JP3247010006
27,ORN,L'OREAL,FR0000120321
0,LZB,LA-Z-BOY INC,US5053361078
0,LRI,LAB RESEARCH INC,CA50535R1091
0,1262,LABIXIAOXIN SNACKS GROUP LTD,BMG5546K1080
0,NOINFO,LABOR SMART INC,US50541A1088
1,LAB,LABRADOR GOLD CORP,CA50543R1091
0,CURRENT,LABRADOR IRON ORE ROYALTY CO,CA5054401073
0,LTX,LABRADOR TECHNOLOGIES INC,CA50544R2072
0,LSA,LACHLAN STAR LTD,AU000000LSA2
0,3139,LACTO JAPAN CO LTD,JP3967250006
1,LCL,LADBROKES CORAL GROUP PLC,GB00B0ZSH635
0,LADR,LADDER CAPITAL CORP-REIT,US5057431042
0,LTS,LADENBURG THALMANN FINANCIAL,US50575Q1022
0,CURRENT,LADYBUG RESOURCE GROUP INC,US50582Q2021
1,CIL,LAFARGE SA,FR0000120537
0,1125,LAI FUNG HOLDINGS LTD,KYG5342X1227
4,2266,LAI SI ENTERPRISE HOLDING LT,KYG5352A1031
0,LLEG,LAIDLAW ENERGY GROUP INC,US50730N1019
0,8172,LAJIN ENTERTAINMENT NETWORK,BMG5351M1082
0,LKE,LAKE RESOURCES NL,AU000000LKE1
0,NMS,LAKE SHORE BANCORP INC,US5107001076
0,NMS,LAKELAND BANCORP INC,US5116371007
0,NMS,LAKELAND FINANCIAL CORP,US5116561003
0,NMS,LAKELAND INDUSTRIES INC,US5117951062
0,LAXMIMACH,LAKSHMI MACHINE WORKS LTD,INE269B01029
0,LAKPRE,LAKSHMI PRECISION SCREWS,INE651C01018
0,LAKSHVILA,LAKSHMI VILAS BANK LTD,INE694C01018
0,LLQ,LALIQUE GROUP SAA,CH0033813293
0,NMS,LAM RESEARCH CORP,US5128071082
0,NMS,LAMAR ADVERTISING CO-A,US5128161099
0,ALLMR,LAMARTHE,FR0010311597
0,LW,LAMB WESTON HOLDINGS INC,US5132721045
0,XLSA,LAMBDA TD SOFTWARE INC,US51327T2042
0,LAMBODHAR,LAMBODHARA TEXTILE LTD,INE112F01022
0,LIR,LAMELEE IRON ORE LTD,CA5134413031
0,CURRENT,LAMPERD LESS LETHAL INC,US5136651099
1,SSMM,LAMPRELL PLC,GB00B1CL5249
0,STMM,LANCASHIRE HOLDINGS LTD,BMG5361W1047
0,NMS,LANCASTER COLONY CORP,US5138471033
0,NOINFO,LANCER ORTHODONTICS INC,US5146243036
2,SET1,LAND SECURITIES GROUP PLC,GB00BYW0PQ60
0,XETRA,LANDAUER INC,US51476K1034
0,NMS,LANDEC CORP,US5147661046
0,000558,LANDER SPORTS DEVELOPMENT -A,CNE0000003V2
0,NMS,LANDMARK BANCORP INC,US51504L1070
0,NMS,LANDSTAR SYSTEM INC,US5150981018
0,LNY,LANEWAY RESOURCES LTD,AU000000LNY3
0,1270,LANGHAM HOSPITALITY INV -SS,HK0000150521
0,LNGU,LANGUAGE2LANGUAGEUNV,US5158651035
0,LGR,LANKA GRAPHITE LTD,AU000000LGR1
0,LCI,LANNETT CO INC,US5160121019
0,LAHO,LANS HOLDINGS INC,US51603M3034
0,NMS,LANTHEUS HOLDINGS INC,US5165441032
0,SCM,LANTRONIX INC,US5165482036
0,XETRA,LANXESS AG,DE0005470405
0,603169,LANZHOU LS HEAVY EQUIPMENT-A,CNE100001T31
0,1533,LANZHOU ZHUANGYUAN PASTURE-H,CNE100002326
0,600612,LAO FENG XIANG CO LTD-A,CNE000000537
0,8202,LAOX CO LTD,JP3967000005
0,LRA,LARA EXPLORATION LTD,CA5166831092
0,INTPRIMQX,LARAMIDE RESOURCES,CA51669T1012
0,CURRENT,LAREDO OIL INC,US5168081025
0,CURRENT,LAREDO RESOURCES CORP,US5168112051
0,LT,LARSEN & TOUBRO LIMITED,INE018A01030
0,LVS,LAS VEGAS SANDS CORP,US5178341070
0,LASA,LASA SUPERGENERICS LTD,INE670X01014
0,LHO,LASALLE HOTEL PROPERTIES,US5179421087
0,3466,LASALLE LOGIPORT REIT,JP3048180008
0,6920,LASERTEC CORP,JP3979200007
0,CURRENT,LATAM AIRLINES GROUP-SP ADR,US51817R1068
0,LAT,LATECOERE,FR0000032278
1,LMS,LATIN METALS INC,CA51829X1096
0,LRS,LATIN RESOURCES LTD,AU000000LRS6
0,LASEG,LATINOAMERICANA DE SEGUROS,MXP6171Q1053
0,LMG,LATROBE MAGNESIUM LTD,AU000000LMG2
0,NOINFO,LATTENO FOOD CORP,US5184111038
0,LIMITED,LATTICE BIOLOGICS LTD,CA5184101056
0,NMS,LATTICE SEMICONDUCTOR CORP,US5184151042
0,CURRENT,LAURENTIAN BANK OF CANADA,CA51925D1069
0,CURRENT,LAURION MINERAL EXPLORATION,CA5193221010
0,LAURUSLAB,LAURUS LABS LTD,INE947Q01028
0,LVD,LAVENDON GROUP PLC,GB0005057541
0,STMM,LAW DEBENTURE CORP PLC-ORD,GB0031429219
0,2651,LAWSON INC,JP3982100004
0,LAXMICOT,LAXMI COTSPIN LTD,INE801V01019
0,LAYN,LAYNE CHRISTENSEN COMPANY,US5210501046
0,LAZ,LAZARD LTD-CL A,BMG540501027
0,LOR,LAZARD WORLD DIVIDEND & INCO,US5210761095
0,WTR,LAZARD WORLD TRUST FUND,LU1954556863
0,LKII,LAZARE KAPLAN INTERNATIONAL,US5210781051
0,SCM,LAZYDAYS HOLDINGS INC,US52110H1005
0,FHUA,LBBW DIVIDEND STRG EURLND-R,DE0009780411
0,LCII,LCI INDUSTRIES,US50189K1034
0,SCM,LCNB CORPORATION,US50181P1003
0,BJL,LCT HOLDINGS LTD,BMG5376C1010
0,LDHL,LD HOLDINGS INC,US50183P1084
0,000673,LEAD EASTERN INVESTMENT CO-A,CNE000000NT9
0,6867,LEADER ELECTRONICS CORP,JP3969350002
0,LDER,LEADER HOLDINGS & INVESTMENT,IL0003180143
0,LSAF,LEADERSHARES ALPHAFACTOR US,US90214Q7741
0,LEAF,LEAF GROUP LTD,US52177G1022
0,LER,LEAF RESOURCES LTD,AU000000LER6
0,CURRENT,LEAFBUYER TECHNOLOGIES INC,US52177H1005
0,LMCNF,LEAGOLD MINING CORP,CA52176A2056
0,LMCNF,LEAGOLD MINING CORP,CA52176A2056
0,NMS,LEAP THERAPEUTICS INC,US52187K1016
0,LF,LEAPFROG ENTERPRISES INC,US52186N1063
0,LEA,LEAR CORP,US5218652049
