new_index,longName,marketName,secIdList,Origin_Name,Origin_Stock,Origin_Country
14034,SPX FLOW INC,FLOW,US78469X1072,SPX FLOW INC,FLOW,United States of America
14035,SPYGLASS RESOURCES CORP,SGL,CA8521931011,SPYGLASS RESOURCES CORP,SGL,
14036,SPYR INC,CURRENT,US85219Y1038,SPYR INC,SPYR,United States of America
14037,SQI DIAGNOSTICS INC,INTPRIMQX,CA78466B1085,SQI DIAGNOSTICS INC,SQIDF,United States of America
14038,SQUARE ENIX HOLDINGS CO LTD,9684,JP3164630000,SQUARE ENIX HOLDINGS CO LTD,9684,Japan
14039,SRA HOLDINGS INC,3817,JP3161450006,SRA HOLDINGS INC,3817,Japan
14040,SRC ENERGY INC,SRCI,US78470V1089,SRC ENERGY INC,SRCI,
14041,SRE GROUP LIMITED,1207,BMG8403X1065,SRE GROUP LIMITED,1207,Hong Kong
14042,SREELEATHERS LTD,SREEL,INE099F01013,SREELEATHERS LTD,SREEL,India
14043,SREI INFRASTRUCTURE FINANCE,SREINFRA,INE872A01014,SREI INFRASTRUCTURE FINANCE,SREINFRA,India
14044,SRF LIMITED,SRF,INE647A01010,SRF LIMITED,SRF,India
14045,SRI TRANG AGRO-INDUSTRY-FOR,NC2,TH0254A10Z14,SRI TRANG AGRO-INDUSTRY-FOR,NC2,Singapore
14046,SRIKALAHASTHI PIPES LTD,SRIPIPES,INE943C01027,SRIKALAHASTHI PIPES LTD,SRIPIPES,India
14047,SRS HOLDINGS CO LTD,8163,JP3322350004,SRS HOLDINGS CO LTD,8163,Japan
14048,SSE PLC,SET1,GB0007908733,SSE PLC,SSE,United Kingdom
14049,SSLJ.COM LTD - A,YGTYF,KYG8406F1101,SSLJ.COM LTD - A,YGTYF,United States of America
14050,SSP GROUP PLC,STMM,GB00BGBN7C04,SSP GROUP PLC,SSPG,United Kingdom
14051,SSR MINING INC,SSRM,CA7847301032,SSR MINING INC,SSRM,Germany
14052,SSTARTRADE TECH INC,CURRENT,US85235N1072,SSTARTRADE TECH INC,SSTT,United States of America
14053,SSY GROUP LTD,2005,KYG8406X1034,SSY GROUP LTD,2005,Hong Kong
14054,ST BARBARA LTD,SBM,AU000000SBM8,ST BARBARA LTD,SBM,Australia
14055,ST GEORGE MINING LTD,SGQ,AU000000SGQ8,ST GEORGE MINING LTD,SGQ,Australia
14056,ST GROUP FOOD INDUSTRIES HOL,DRX,SGXE58705265,ST GROUP FOOD INDUSTRIES HOL,DRX,Singapore
14057,ST INTERNATIONAL HOLDINGS CO,8521,KYG8501E1098,ST INTERNATIONAL HOLDINGS CO,8521,Hong Kong
14058,ST JOE CO/THE,JOE,US7901481009,ST JOE CO/THE,JOE,Germany
14059,ST JOSEPH INC,LIMITED,US85231M1036,ST JOSEPH INC,STJO,United States of America
14060,ST JUDE MEDICAL INC,STJ,US7908491035,ST JUDE MEDICAL INC,STJ,Germany
14061,ST MODWEN PROPERTIES PLC,SMP,GB0007291015,ST MODWEN PROPERTIES PLC,SMP,United Kingdom
14062,STAAR SURGICAL CO,NMS,US8523123052,STAAR SURGICAL CO,STAA,United States of America
14063,STADIUM ENTERTAINMENT HOLDIN,SEHI,US8523451073,STADIUM ENTERTAINMENT HOLDIN,SEHI,
14064,STAFFING 360 SOLUTIONS INC,SCM,US8523875057,STAFFING 360 SOLUTIONS INC,STAF,United States of America
14065,STAFFING GROUP LTD/THE,TSGL,US8523832074,STAFFING GROUP LTD/THE,TSGL,
14066,STAFFLINE GROUP PLC,AMSM,GB00B040L800,STAFFLINE GROUP PLC,STAF,United Kingdom
14067,STAG INDUSTRIAL INC,STAG,US85254J1025,STAG INDUSTRIAL INC,STAG,United States of America
14068,STAGECOACH GROUP PLC.,SGC,GB00B6YTLS95,STAGECOACH GROUP PLC.,SGC,United Kingdom
14069,STAGEZERO LIFE SCIENCES LTD,SZLS,CA8525403017,STAGEZERO LIFE SCIENCES LTD,SZLS,Canada
14070,STAKEHOLDER GOLD CORP,SRC,CA85255R3018,STAKEHOLDER GOLD CORP,SRC,Canada
14071,STAMFORD LAND CORP LTD,H07,SG1I47882655,STAMFORD LAND CORP LTD,H07,Singapore
14072,STAMFORD TYRES CORP LTD,S29,SG1O53913362,STAMFORD TYRES CORP LTD,S29,Singapore
14073,STAMPEDE CAPITAL LTD-DVR,SCAPDVR,INE224E01036,STAMPEDE CAPITAL LTD-DVR,SCAPDVR,India
14074,STAMPER OIL & GAS CORP,STMP,CA85284P2017,STAMPER OIL & GAS CORP,STMP,Canada
14075,STANCORP FINANCIAL GROUP,SFG,US8528911006,STANCORP FINANCIAL GROUP,SFG,
14076,STANDARD BANK GROUP LTD,SBK,ZAE000109815,STANDARD BANK GROUP LTD,SBK,South Africa
14077,STANDARD CHARTERED PLC,2888,GB0004082847,STANDARD CHARTERED PLC,2888,Germany
14078,STANDARD DIVERSIFIED INC - A,SDI,US85336L1098,STANDARD DIVERSIFIED INC - A,SDI,United States of America
14079,STANDARD ENERGY CORP,NOINFO,US8533731084,STANDARD ENERGY CORP,STDE,United States of America
14080,STANDARD INDUSTRIES LIMITED,SIL,INE173A01025,STANDARD INDUSTRIES LIMITED,SIL,India
14081,STANDARD MOTOR PRODS,SMP,US8536661056,STANDARD MOTOR PRODS,SMP,United States of America
14082,STANDARD TOLLING CORP,TON,CA8541792070,STANDARD TOLLING CORP,TON,
14083,STANDEX INTL CORP,SXI,US8542311076,STANDEX INTL CORP,SXI,United States of America
14084,STANLEY ELECTRIC CO LTD,6923,JP3399400005,STANLEY ELECTRIC CO LTD,6923,Japan
14085,STANS ENERGY CORP,LIMITED,CA8547221058,STANS ENERGY CORP,HREEF,United States of America
14086,STANTEC INC,STN,CA85472N1096,STANTEC INC,STN,United States of America
14087,STAPLES INC,SPLS,US8550301027,STAPLES INC,SPLS,
14088,STAR BUFFET INC,NOINFO,US8550861046,STAR BUFFET INC,STRZ,United States of America
14089,STAR BULK CARRIERS CORP,NMS,MHY8162K2046,STAR BULK CARRIERS CORP,SBLK,United States of America
14090,STAR CEMENT LIMITED,STARCEMEN,INE460H01021,STAR CEMENT LIMITED,STARCEMEN,India
14091,STAR DIAMOND CORP,SGF,CA8249011021,STAR DIAMOND CORP,SGF,Canada
14092,STAR ENERGY CORP,SERG,US85511V2034,STAR ENERGY CORP,SERG,
14093,STAR ENTERTAINMENT GROUP INC,SETY,US85511W1027,STAR ENTERTAINMENT GROUP INC,SETY,
14094,STAR FLYER INC,9206,JP3399320005,STAR FLYER INC,9206,Japan
14095,STAR GOLD CORP,LIMITED,US85512U3032,STAR GOLD CORP,SRGZ,United States of America
14096,STAR GROUP LP,SGU,US85512C1053,STAR GROUP LP,SGU,United States of America
14097,STAR JETS INTERNATIONAL INC,CURRENT,US8551401099,STAR JETS INTERNATIONAL INC,JETR,United States of America
14098,STAR MICA HOLDINGS CO LTD,2975,JP3399340003,STAR MICA HOLDINGS CO LTD,2975,Japan
14099,STAR MICRONICS CO LTD,7718,JP3399000003,STAR MICRONICS CO LTD,7718,Japan
14100,STAR MOUNTAIN RESOURCES INC,SMRS,US8551551075,STAR MOUNTAIN RESOURCES INC,SMRS,
14101,STAR PAPER MILLS LIMITED,STARPAPER,INE733A01018,STAR PAPER MILLS LIMITED,STARPAPER,India
14102,STARBUCKS CORP,NMS,US8552441094,STARBUCKS CORP,SBUX,Germany
14103,STARCO BRANDS INC,CURRENT,US85526F2011,STARCO BRANDS INC,STCB,United States of America
14104,STARCORE INTERNATIONAL MINES,SAM,CA85525T2020,STARCORE INTERNATIONAL MINES,SAM,Canada
14105,STARFIELD RESOURCES INC,SRU,CA85528N1033,STARFIELD RESOURCES INC,SRU,
14106,STARGROUP LTD,STL.AUD,AU000000STL2,STARGROUP LTD,STL.AUD,
14107,STARHUB LTD,XETRA,SG1V12936232,STARHUB LTD,RYTB,Germany
14108,STARLIGHT CULTURE ENTERTAINM,1159,BMG5137Y1030,STARLIGHT CULTURE ENTERTAINM,1159,Hong Kong
14109,STARPHARMA HOLDINGS LTD,SPL,AU000000SPL0,STARPHARMA HOLDINGS LTD,SPL,Australia
14110,STARRAG GROUP HOLDING AG,STGN,CH0002361068,STARRAG GROUP HOLDING AG,STGN,Switzerland
14111,STARRETT (L.S.) CO -CL A,SCX,US8556681091,STARRETT (L.S.) CO -CL A,SCX,United States of America
14112,STARS GROUP INC/THE,TSGI,CA85570W1005,STARS GROUP INC/THE,TSGI,
14113,STARSTREAM ENTERTAINMENT INC,CURRENT,US85571U2024,STARSTREAM ENTERTAINMENT INC,SSET,United States of America
14114,START SCIENTIFIC INC,NOINFO,US85571H2013,START SCIENTIFIC INC,STSC,United States of America
14115,STARTEK INC.,SRT,US85569C1071,STARTEK INC.,SRT,United States of America
14116,STARTIA HOLDINGS INC,3393,JP3399270002,STARTIA HOLDINGS INC,3393,Japan
14117,STARTMONDAY TECHNOLOGY CORP,JOB.EUR,CA85572E1088,STARTMONDAY TECHNOLOGY CORP,JOB.EUR,
14118,STARWOOD PROPERTY TRUST INC,STWD,US85571B1052,STARWOOD PROPERTY TRUST INC,STWD,United States of America
14119,STARZEN CO LTD,8043,JP3399100001,STARZEN CO LTD,8043,Japan
14120,STATE BANK OF INDIA,SBIN,INE062A01020,STATE BANK OF INDIA,SBIN,India
14121,STATE ENERGY GROUP INTERNATI,918,BMG8508Q1134,STATE ENERGY GROUP INTERNATI,918,Hong Kong
14122,STATE GRID YINGDA CO LTD-A,600517,CNE000001G20,STATE GRID YINGDA CO LTD-A,600517,China
14123,STATE STREET CORP,STT,US8574771031,STATE STREET CORP,STT,Germany
14124,STAVELY MINERALS LTD,SVY,AU000000SVY1,STAVELY MINERALS LTD,SVY,Australia
14125,STEADFAST GROUP LTD,SDF,AU000000SDF8,STEADFAST GROUP LTD,SDF,Australia
14126,STEALTH BIOTHERAPEUTICS CORP,NMS,US85789A1051,STEALTH BIOTHERAPEUTICS CORP,MITO,United States of America
14127,STEALTHGAS INC,NMS,MHY816691064,STEALTHGAS INC,GASS,United States of America
14128,STEAMSHIPS TRADING COMPANY,SST,PG0008858709,STEAMSHIPS TRADING COMPANY,SST,Australia
14129,STEED ORIENTAL HOLDINGS CO L,8277,KYG846071036,STEED ORIENTAL HOLDINGS CO L,8277,Hong Kong
14130,STEEL AUTHORITY OF INDIA,SAIL,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,India
14131,STEEL CITY SECURITIES LTD,STEELCITY,INE395H01011,STEEL CITY SECURITIES LTD,STEELCITY,India
14132,STEEL CONNECT INC,SCM,US8580981061,STEEL CONNECT INC,STCN,United States of America
14133,STEEL DYNAMICS INC,NMS,US8581191009,STEEL DYNAMICS INC,STLD,Mexico
14134,STEEL EXCHANGE INDIA LTD,STEELXIND,INE503B01021,STEEL EXCHANGE INDIA LTD,STEELXIND,India
14135,STEEL PARTNERS HOLDINGS LP,SPLP,US85814R1077,STEEL PARTNERS HOLDINGS LP,SPLP,United States of America
14136,STEEL STRIPS WHEELS LTD,SSWL,INE802C01025,STEEL STRIPS WHEELS LTD,SSWL,India
14137,STEELCASE INC-CL A,SCS,US8581552036,STEELCASE INC-CL A,SCS,United States of America
14138,STEELE OCEANIC CORP,NOINFO,US8581991028,STEELE OCEANIC CORP,SELR,United States of America
14139,STEINHOFF INTERNATIONAL H NV,XETRA,NL0011375019,STEINHOFF INTERNATIONAL H NV,SNH,South Africa
14140,STEINWAY MUSICAL INSTRUMENTS,LVB,US8584951045,STEINWAY MUSICAL INSTRUMENTS,LVB,
14141,STEL HOLDINGS LTD,STEL,INE577L01016,STEL HOLDINGS LTD,STEL,India
14142,STELCO HOLDINGS INC,STLC,CA8585221051,STELCO HOLDINGS INC,STLC,Canada
14143,STELLA CHEMIFA CORP,4109,JP3399720006,STELLA CHEMIFA CORP,4109,Japan
14144,STELLA INTERNATIONAL,1836,KYG846981028,STELLA INTERNATIONAL,1836,Hong Kong
14145,STELLA-JONES INC,SJ,CA85853F1053,STELLA-JONES INC,SJ,Canada
14146,STELLAR AFRICAGOLD INC,SPX,CA85855B1022,STELLAR AFRICAGOLD INC,SPX,Canada
14147,STELLAR RESOURCES LTD -,SRRL,US85856S2032,STELLAR RESOURCES LTD -,SRRL,
14148,STELLUS CAPITAL INVESTMENT C,SCM,US8585681088,STELLUS CAPITAL INVESTMENT C,SCM,United States of America
14149,STELMINE CANADA LTD,STH,CA85857E2033,STELMINE CANADA LTD,STH,Canada
14150,STEM HOLDINGS INC,PRIMQX,US85858U1079,STEM HOLDINGS INC,STMH,United States of America
14151,STEMCELL UNITED LTD,SCU,AU000000SCU9,STEMCELL UNITED LTD,SCU,Australia
14152,STEMLINE THERAPEUTICS INC,STML,US85858C1071,STEMLINE THERAPEUTICS INC,STML,
14153,STEMRIM INC,4599,JP3399690001,STEMRIM INC,4599,Japan
14154,STEP CO LTD,9795,JP3399700008,STEP CO LTD,9795,Japan
14155,STEP ENERGY SERVICES LTD,STEP,CA85859H1055,STEP ENERGY SERVICES LTD,STEP,Canada
14156,STEPAN CO,SCL,US8585861003,STEPAN CO,SCL,United States of America
14157,STEPHAN CO/THE,CURRENT,US8586031036,STEPHAN CO/THE,SPCO,United States of America
14158,STEPPE GOLD LTD,STGO,CA85913R2063,STEPPE GOLD LTD,STGO,Canada
14159,STEREOTAXIS INC,STXS,US85916J4094,STEREOTAXIS INC,STXS,United States of America
14160,STERICYCLE INC,NMS,US8589121081,STERICYCLE INC,SRCL,United States of America
14161,STERIS PLC,STE,IE00BFY8C754,STERIS PLC,STE,United States of America
14162,STERLING BANCORP/DE,STL,US85917A1007,STERLING BANCORP/DE,STL,United States of America
14163,STERLING CONSOLIDATED CORP,CURRENT,US8592401033,STERLING CONSOLIDATED CORP,STCC,United States of America
14164,STERLING GROUP HOLDINGS LTD,1825,KYG847771121,STERLING GROUP HOLDINGS LTD,1825,Hong Kong
14165,STERLING GROUP VENTURES INC,SGGV,US85932R1041,STERLING GROUP VENTURES INC,SGGV,
14166,STERLING MINING CO,SMQ,US8594101029,STERLING MINING CO,SMQ,
14167,STERLING PLANTATIONS LTD,SBI,AU000000SBI6,STERLING PLANTATIONS LTD,SBI,Australia
14168,STERLING TOOLS LTD,STERTOOLS,INE334A01023,STERLING TOOLS LTD,STERTOOLS,India
14169,STEUBEN TR CO HORNELL N Y,SBHO,US8600101070,STEUBEN TR CO HORNELL N Y,SBHO,
14170,STEVE LEUNG DESIGN GROUP LTD,2262,KYG8492R1011,STEVE LEUNG DESIGN GROUP LTD,2262,Hong Kong
14171,STEVEN MADDEN LTD,NMS,US5562691080,STEVEN MADDEN LTD,SHOO,Germany
14172,STEVIA CORP,LIMITED,US86031P1066,STEVIA CORP,STEV,United States of America
14173,STEWART INFORMATION SERVICES,STC,US8603721015,STEWART INFORMATION SERVICES,STC,United States of America
14174,STEYR MOTORS CO LTD - A,000760,CNE000000099,STEYR MOTORS CO LTD - A,000760,China
14175,STG,5858,JP3163050002,STG,5858,Japan
14176,STIFEL FINANCIAL CORP,SF,US8606301021,STIFEL FINANCIAL CORP,SF,United States of America
14177,STILLFRONT GROUP AB,SF,SE0015346135,STILLFRONT GROUP AB,SF,Sweden
14178,STILLWATER MINING CO,SWC,US86074Q1022,STILLWATER MINING CO,SWC,Germany
14179,STINA RESOURCES LTD.,SQA,CA8609031031,STINA RESOURCES LTD.,SQA,Canada
14180,STINGER SYSTEMS INC,STYS,US8608372020,STINGER SYSTEMS INC,STYS,
14181,STIRLING INDUSTRIES PLC,STRL,GB00BFX0W490,STIRLING INDUSTRIES PLC,STRL,
14182,STITCH FIX INC-CLASS A,NMS,US8608971078,STITCH FIX INC-CLASS A,SFIX,United States of America
14183,STL GLOBAL LIMITED,SGL,INE353H01010,STL GLOBAL LIMITED,SGL,India
14184,STMICROELECTRONICS NV-NY SHS,STM,US8610121027,STMICROELECTRONICS NV-NY SHS,STM,United States of America
14185,STO SE & CO. KGAA-PREF SHRS,XETRA,DE0007274136,STO SE & CO. KGAA-PREF SHRS,STO3,Germany
14186,STOCK YARDS BANCORP INC,NMS,US8610251048,STOCK YARDS BANCORP INC,SYBT,United States of America
14187,STOCKLAND,SGP,AU000000SGP0,STOCKLAND,SGP,Australia
14188,STOCKMANN OYJ ABP-B SHARE,XETRA,FI0009000251,STOCKMANN OYJ ABP-B SHARE,SOMB,Germany
14189,STOKE THERAPEUTICS INC,NMS,US86150R1077,STOKE THERAPEUTICS INC,STOK,United States of America
14190,STONE ENERGY CORP,SGY,US8616424037,STONE ENERGY CORP,SGY,
14191,STONEBRIDGE RESOURCES EXPLOR,SRCX,US8617583088,STONEBRIDGE RESOURCES EXPLOR,SRCX,
14192,STONECO LTD-A,NMS,KYG851581069,STONECO LTD-A,STNE,United States of America
14193,STONERIDGE INC,SRI,US86183P1021,STONERIDGE INC,SRI,United States of America
14194,STORA ENSO OYJ-R SHS,STER,FI0009007611,STORA ENSO OYJ-R SHS,STER,Sweden
14195,STORAGEVAULT CANADA INC.,SVI,CA86212H1055,STORAGEVAULT CANADA INC.,SVI,Canada
14196,STOREBRAND ASA,STB,NO0003053605,STOREBRAND ASA,STB,Norway
14197,STORNOWAY DIAMOND CORP,NOINFO,CA86222Q8065,STORNOWAY DIAMOND CORP,SWYDF,United States of America
14198,STORY-I LTD,SRY,AU000000SRY9,STORY-I LTD,SRY,Australia
14199,STR HOLDINGS INC,NOINFO,US78478V2097,STR HOLDINGS INC,STRI,United States of America
14200,STRACO CORPORATION LTD,S85,SG1P15916395,STRACO CORPORATION LTD,S85,Singapore
14201,STRADIM-ESPACE FINANCES SA,ALSAS,FR0000074775,STRADIM-ESPACE FINANCES SA,ALSAS,France
14202,STRAITS TRADING CO LTD,S20,SG1J49001550,STRAITS TRADING CO LTD,S20,Singapore
14203,STRAKER TRANSLATIONS LTD,STG,AU0000026155,STRAKER TRANSLATIONS LTD,STG,Australia
14204,STRANDLINE RESOURCES LTD,STA,AU000000STA5,STRANDLINE RESOURCES LTD,STA,Australia
14205,STRANGER HOLDINGS PLC,SSQ3,GB00BYWLRL80,STRANGER HOLDINGS PLC,STHP,United Kingdom
14206,STRATA SKIN SCIENCES INC,SCM,US86272A2069,STRATA SKIN SCIENCES INC,SSKN,United States of America
14207,STRATABOUND MINERALS CORP,SB,CA86268E3032,STRATABOUND MINERALS CORP,SB,Canada
14208,STRATASYS LTD,NMS,IL0011267213,STRATASYS LTD,SSYS,Mexico
14209,STRATECH GROUP LTD/THE,BRR,SG1CG9000000,STRATECH GROUP LTD/THE,BRR,Singapore
14210,STRATEGEM CAPITAL CORP-A,SGE,CA86269P3079,STRATEGEM CAPITAL CORP-A,SGE,Canada
14211,STRATEGIC ACQUISITIONS (NEV),CURRENT,US86269D1063,STRATEGIC ACQUISITIONS (NEV),STQN,United States of America
14212,STRATEGIC ASSET LEASING INC,LIMITED,US86270P1066,STRATEGIC ASSET LEASING INC,LEAS,United States of America
14213,STRATEGIC EDUCATION INC,NMS,US86272C1036,STRATEGIC EDUCATION INC,STRA,United States of America
14214,STRATEGIC ELEMENTS LTD,SOR,AU000000SOR0,STRATEGIC ELEMENTS LTD,SOR,Australia
14215,STRATEGIC ENERGY RESOURCES,SER,AU000000SER1,STRATEGIC ENERGY RESOURCES,SER,Australia
14216,STRATEGIC EQUITY CAPITAL PLC,SSMM,GB00B0BDCB21,STRATEGIC EQUITY CAPITAL PLC,SEC,United Kingdom
14217,STRATEGIC GLOBAL INVESTMENTS,STBV,US8627202083,STRATEGIC GLOBAL INVESTMENTS,STBV,
14218,STRATEGIC HOTELS & RESORTS I,BEE,US86272T1060,STRATEGIC HOTELS & RESORTS I,BEE,
14219,STRATEGIC INVESTMENTS A/S,XETRA,DK0010271238,STRATEGIC INVESTMENTS A/S,DNN,Germany
14220,STRATEGIC MANAGEMENT & OPPOR,CURRENT,US86274C1018,STRATEGIC MANAGEMENT & OPPOR,SMPP,United States of America
14221,STRATEGIC METALS LTD,CURRENT,CA8627591073,STRATEGIC METALS LTD,SMDZF,United States of America
14222,STRATEGIC MINERALS CORPORATION NL,SMC,AU000000SMC6,STRATEGIC MINERALS CORPORATION NL,SMC,Australia
14223,STRATEGIC OIL & GAS LTD,NOINFO,CA86277F8468,STRATEGIC OIL & GAS LTD,SOGFF,United States of America
14224,STRATEGIC RESOURCES LTD,SGCR,US8627731081,STRATEGIC RESOURCES LTD,SGCR,
14225,STRATEGY INTERNATIONAL INSUR,NOINFO,US86279V1044,STRATEGY INTERNATIONAL INSUR,SGYI,United States of America
14226,STRATEGY SHARES ECOLOGICAL S,HECO,US86280R2094,STRATEGY SHARES ECOLOGICAL S,HECO,
14227,STRATEX OIL & GAS HOLDINGS I,LIMITED,US86280B1052,STRATEX OIL & GAS HOLDINGS I,STTX,United States of America
14228,STRATOCOMM CORP,STCO,US8630951056,STRATOCOMM CORP,STCO,United States of America
14229,STRATOS RENEWABLES CORP,CURRENT,US8631011017,STRATOS RENEWABLES CORP,SRNW,United States of America
14230,STRATTEC SECURITY CORP,NMS,US8631111007,STRATTEC SECURITY CORP,STRT,United States of America
14231,STRATUS PROPERTIES INC,NMS,US8631672016,STRATUS PROPERTIES INC,STRS,United States of America
14232,STRAUMANN HOLDING AG-REG,STMN,CH1175448666,STRAUMANN HOLDING AG-REG,STMN,Switzerland
14233,STRAUSS GROUP LTD,STRS,IL0007460160,STRAUSS GROUP LTD,STRS,Israel
14234,STREAM CO LTD,3071,JP3399760002,STREAM CO LTD,3071,Japan
14235,STREAM MEDIA CORP,4772,JP3549050007,STREAM MEDIA CORP,4772,Japan
14236,STREET CAPITAL GROUP INC,SCB,CA86326Q1081,STREET CAPITAL GROUP INC,SCB,
14237,STRIA LITHIUM INC,SRA,CA86330Y5011,STRIA LITHIUM INC,SRA,Canada
14238,STRIDERS CORP,9816,JP3778220008,STRIDERS CORP,9816,Japan
14239,STRIDES PHARMA SCIENCE LTD,STAR,INE939A01011,STRIDES PHARMA SCIENCE LTD,STAR,India
14240,STRIKE CO LTD,6196,JP3399780000,STRIKE CO LTD,6196,Japan
14241,STRIKE RESOURCES LTD,SRK,AU000000SRK8,STRIKE RESOURCES LTD,SRK,Australia
14242,STRIKEPOINT GOLD INC,SKP,CA86332K2020,STRIKEPOINT GOLD INC,SKP,Canada
14243,STRIKER OIL & GAS INC,SOIS,US86333A1043,STRIKER OIL & GAS INC,SOIS,
14244,STRIX GROUP PLC,AMSM,IM00BF0FMG91,STRIX GROUP PLC,KETL,United Kingdom
14245,STRONGBRIDGE BIOPHARMA PLC,SBBP,IE00BYZ5XL97,STRONGBRIDGE BIOPHARMA PLC,SBBP,United States of America
14246,STRONGCO CORP,SQP,CA86336Y1097,STRONGCO CORP,SQP,
14247,STRUCTURAL MONITORING-CDI,SMN,AU000000SMN3,STRUCTURAL MONITORING-CDI,SMN,Australia
14248,STRUCTURED PRODUCTS CORP,KTN,US22532R1014,STRUCTURED PRODUCTS CORP,KTN,United States of America
14249,STRYKER CORP,SYK,US8636671013,STRYKER CORP,SYK,Mexico
14250,STS GROUP AG,XETRA,DE000A1TNU68,STS GROUP AG,SF3,Germany
14251,STUART OLSON INC,SOX,CA8638341070,STUART OLSON INC,SOX,Canada
14252,STUDENT TRANSPORTATION INC,STB,CA86388A1084,STUDENT TRANSPORTATION INC,STB,
14253,STUDIO ALICE CO LTD,2305,JP3399240005,STUDIO ALICE CO LTD,2305,Japan
14254,STUDIO CITY INTERNATIONA-ADR,MSC,US86389T1060,STUDIO CITY INTERNATIONA-ADR,MSC,United States of America
14255,STUHINI EXPLORATION LTD,STU,CA86400X1024,STUHINI EXPLORATION LTD,STU,Canada
14256,STURGIS BANCORP INC,PREMQX,US8640871013,STURGIS BANCORP INC,STBI,United States of America
14257,STURM RUGER & CO INC,RGR,US8641591081,STURM RUGER & CO INC,RGR,United States of America
14258,STV GROUP PLC,SSMM,GB00B3CX3644,STV GROUP PLC,STVG,United Kingdom
14259,STYLES & WOOD GROUP PLC,STY,GB00BLG2TG58,STYLES & WOOD GROUP PLC,STY,
14260,SUBARU CORP,7270,JP3814800003,SUBARU CORP,7270,Germany
14261,SUBROS LIMITED,SUBROS,INE287B01021,SUBROS LIMITED,SUBROS,India
14262,SUBSEA 7 SA,SUBC,LU0075646355,SUBSEA 7 SA,SUBC,Norway
14263,SUBURBAN PROPANE PARTNERS LP,SPH,US8644821048,SUBURBAN PROPANE PARTNERS LP,SPH,United States of America
14264,SUCAMPO PHARMACEUTICALS-CL A,SCMP,US8649091068,SUCAMPO PHARMACEUTICALS-CL A,SCMP,
14265,SUCHUANG GAS CORP LTD,1430,KYG854421040,SUCHUANG GAS CORP LTD,1430,Hong Kong
14266,SUESS MICROTEC SE,XETRA,DE000A1K0235,SUESS MICROTEC SE,SMHN,Switzerland
14267,SUFA TECHNOLOGY INDUSTRY-A,000777,CNE000000RW4,SUFA TECHNOLOGY INDUSTRY-A,000777,China
14268,SUFFOLK BANCORP,SCNB,US8647391072,SUFFOLK BANCORP,SCNB,
14269,SUGAR CREEK FINANCIAL CORP,LIMITED,US86481Y1029,SUGAR CREEK FINANCIAL CORP,SUGR,United States of America
14270,SUGARBUD CRAFT GROWERS CORP,SUGR,CA8650013094,SUGARBUD CRAFT GROWERS CORP,SUGR,Canada
14271,SUGARMADE INC,CURRENT,US8650401099,SUGARMADE INC,SGMD,United States of America
14272,SUGI HOLDINGS CO LTD,7649,JP3397060009,SUGI HOLDINGS CO LTD,7649,Japan
14273,SUJANA UNIVERSAL INDUSTRIES,SUJANAUNI,INE216G01011,SUJANA UNIVERSAL INDUSTRIES,SUJANAUNI,India
14274,SULLIDEN MINING CAPITAL INC,SMC,CA8651251081,SULLIDEN MINING CAPITAL INC,SMC,Canada
14275,SULTAN RESOURCES LTD,SLZ,AU0000016883,SULTAN RESOURCES LTD,SLZ,Australia
14276,SULZER AG-REG,SUN,CH0038388911,SULZER AG-REG,SUN,Switzerland
14277,SUMCO CORP,3436,JP3322930003,SUMCO CORP,3436,Japan
14278,SUMEET INDUSTRIES LTD,SUMEETIND,INE235C01010,SUMEET INDUSTRIES LTD,SUMEETIND,India
14279,SUMIDA CORP,6817,JP3400800003,SUMIDA CORP,6817,Japan
14280,SUMINOE TEXTILE CO LTD,3501,JP3410200004,SUMINOE TEXTILE CO LTD,3501,Japan
14281,SUMITOMO BAKELITE CO LTD,4203,JP3409400003,SUMITOMO BAKELITE CO LTD,4203,Japan
14282,SUMITOMO CHEMICAL CO LTD,4005,JP3401400001,SUMITOMO CHEMICAL CO LTD,4005,Japan
14283,SUMITOMO DENSETSU CO LTD,1949,JP3407800006,SUMITOMO DENSETSU CO LTD,1949,Japan
14284,SUMITOMO FORESTRY CO LTD,1911,JP3409800004,SUMITOMO FORESTRY CO LTD,1911,Japan
14285,SUMITOMO HEAVY INDUSTRIES,6302,JP3405400007,SUMITOMO HEAVY INDUSTRIES,6302,Japan
14286,SUMITOMO METAL MINING CO LTD,5713,JP3402600005,SUMITOMO METAL MINING CO LTD,5713,Japan
14287,SUMITOMO MITSUI CONSTRUCTION,1821,JP3889200006,SUMITOMO MITSUI CONSTRUCTION,1821,Japan
14288,SUMITOMO MITSUI FINANCIAL GR,8316,JP3890350006,SUMITOMO MITSUI FINANCIAL GR,8316,Germany
14289,SUMITOMO MITSUI TRUST HOLDIN,8309,JP3892100003,SUMITOMO MITSUI TRUST HOLDIN,8309,Germany
14290,SUMITOMO OSAKA CEMENT CO LTD,5232,JP3400900001,SUMITOMO OSAKA CEMENT CO LTD,5232,Japan
14291,SUMITOMO PRECISION PRODUCTS,6355,JP3405800008,SUMITOMO PRECISION PRODUCTS,6355,Japan
14292,SUMITOMO REALTY & DEVELOPMEN,8830,JP3409000001,SUMITOMO REALTY & DEVELOPMEN,8830,Japan
